"name_old","name_new","class_old","class_new","value_old","value_new","missings","recodes"
"V045180","V045180","factor","factor","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","0. NA|1. Yes|5. No|7. Depends {VOL}|8. Don't know|9. Refused|.","",""
"V045180A","V045180A","factor","factor","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","1. A lot|3. Some|5. Not very much at all|8. Don't know|9. Refused|.","",""
"V045181","V045181","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
"V045182","V045182","factor","factor","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","0. NA|1. A lot|2. Fairly often|3. Once in a while|4. Hardly ever|8. Don't know|9. Refused|.","",""
"V045183","V045183","factor","factor","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045184","V045184","factor","factor","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045185","V045185","factor","factor","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree Somewhat|3. Neither agree nor disagree|4. Disagree Somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045186","V045186","factor","factor","1. Most people can be trusted|5. Can't be too careful|8. Don't know|9. Refused|.","1. Most people can be trusted|5. Can't be too careful|8. Don't know|9. Refused|.","",""
"V045187","V045187","factor","factor","1. Take advantage|5. Try to be fair|8. Don't know|9. Refused|.","1. Take advantage|5. Try to be fair|8. Don't know|9. Refused|.","",""
"V045188","V045188","factor","factor","1. Try to be helpful|5. Just looking out for themselves|8. Don't know|9. Refused|.","1. Try to be helpful|5. Just looking out for themselves|8. Don't know|9. Refused|.","",""
"V045189","V045189","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045190","V045190","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045191","V045191","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045192","V045192","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045193","V045193","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045194","V045194","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045195","V045195","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045196","V045196","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045197","V045197","factor","factor","1. Just about always|2. Most of the time|3. Only some of the time|4. Never {VOL}|8. Don't know|9. Refused|.","1. Just about always|2. Most of the time|3. Only some of the time|4. Never {VOL}|8. Don't know|9. Refused|.","",""
"V045198","V045198","factor","factor","1. Gov't run by a few big interests|5. Gov't run for the benefit of all|8. Don't know|9. Refused|.","1. Gov't run by a few big interests|5. Gov't run for the benefit of all|8. Don't know|9. Refused|.","",""
"V045199","V045199","factor","factor","1. Waste a lot|3. Waste some|5. Don't waste very much|8. Don't know|9. Refused|.","1. Waste a lot|3. Waste some|5. Don't waste very much|8. Don't know|9. Refused|.","",""
"V045200","V045200","factor","factor","1. Quite a few are crooked|3. Not very many are crooked|5. Hardly any are crooked|8. Don't know|9. Refused|.","1. Quite a few are crooked|3. Not very many are crooked|5. Hardly any are crooked|8. Don't know|9. Refused|.","",""
"V045201","V045201","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045202","V045202","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045203","V045203","factor","factor","1. A good deal|3. Some|5. Not much|8. Don't know|9. Refused|.","1. A good deal|3. Some|5. Not much|8. Don't know|9. Refused|.","",""
"V045204","V045204","factor","factor","1. A good deal|3. Some|5. Not much|8. Don't know|9. Refused|.","1. A good deal|3. Some|5. Not much|8. Don't know|9. Refused|.","",""
"V045205","V045205","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045206","V045206","factor","factor","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","1. Agree|3. Neither agree nor disagree|5. Disagree|8. Don't know|9. Refused|.","",""
"V045207","V045207","factor","factor","1. For preferential hiring and promotion of blacks|5. Against preferential hiring and promotion of blacks|7. Other {SPECIFY}|8. Don't know|9. Refused|.","1. For preferential hiring and promotion of blacks|5. Against preferential hiring and promotion of blacks|7. Other {SPECIFY}|8. Don't know|9. Refused|.","",""
"V045207A","V045207A","factor","factor","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","1. Favor strongly|2. Favor not strongly|4. Oppose not strongly|5. Oppose strongly|8. Don't know|9. Refused|.","",""
"V045208","V045208","factor","factor","1. Independence|3. Both {VOL}|5. Respect for elders|7. Neither {VOL}|8. Don't know|9. Refused|.","1. Independence|3. Both {VOL}|5. Respect for elders|7. Neither {VOL}|8. Don't know|9. Refused|.","",""
"V045209","V045209","factor","factor","1. Curiosity|3. Both {VOL}|5. Good manners|7. Neither {VOL}|8. Don't know|9. Refused|.","1. Curiosity|3. Both {VOL}|5. Good manners|7. Neither {VOL}|8. Don't know|9. Refused|.","",""
"V045210","V045210","factor","factor","1. Obedience|3. Both {VOL}|5. Self-reliance|7. Neither {VOL}|8. Don't know|9. Refused|.","1. Obedience|3. Both {VOL}|5. Self-reliance|7. Neither {VOL}|8. Don't know|9. Refused|.","",""
"V045211","V045211","factor","factor","1. Being considerate|3. Both {VOL}|5. Well behaved|7. Neither {VOL}|8. Don't know|9. Refused|.","1. Being considerate|3. Both {VOL}|5. Well behaved|7. Neither {VOL}|8. Don't know|9. Refused|.","",""
"V045212","V045212","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045213","V045213","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045214","V045214","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045215","V045215","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045216","V045216","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045217","V045217","factor","factor","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","1. Agree strongly|2. Agree somewhat|3. Neither agree nor disagree|4. Disagree somewhat|5. Disagree strongly|8. Don't know|9. Refused|.","",""
"V045218","V045218","factor","factor","1. Almost everything|2. Many things|3. Some things|4. Very few things|8. Don't know|9. Refused|.","1. Almost everything|2. Many things|3. Some things|4. Very few things|8. Don't know|9. Refused|.","",""
"V045219","V045219","factor","factor","1. Fewer opinions|3. About the same number of opinions|5. More opinions|8. Don't know|9. Refused|.","1. Fewer opinions|3. About the same number of opinions|5. More opinions|8. Don't know|9. Refused|.","",""
"V045219A","V045219A","factor","factor","1. A lot fewer opinions|2. Somewhat fewer opinions|3. About the same number of opinions|4. Somewhat more opinions|5. A lot more opinions|8. Don't know|9. Refused|.","1. A lot fewer opinions|2. Somewhat fewer opinions|3. About the same number of opinions|4. Somewhat more opinions|5. A lot more opinions|8. Don't know|9. Refused|.","",""
"V045220","V045220","factor","factor","1. Like|3. Dislike|5. Neither like nor dislike|8. Don't know|9. Refused|.","1. Like|3. Dislike|5. Neither like nor dislike|8. Don't know|9. Refused|.","",""
"V045220A","V045220A","factor","factor","1. Like it lot|2. Like it somewhat|3. Neither like nor dislike it|4. Dislike it somewhat|5. Dislike it a lot|8. Don't know|9. Refused|.","1. Like it lot|2. Like it somewhat|3. Neither like nor dislike it|4. Dislike it somewhat|5. Dislike it a lot|8. Don't know|9. Refused|.","",""
"V045221","V045221","factor","factor","1. Simple|5. Complex|8. Don't know|9. Refused|.","1. Simple|5. Complex|8. Don't know|9. Refused|.","",""
"V045222","V045222","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045223","V045223","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045224","V045224","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045225","V045225","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045226","V045226","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045227","V045227","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045228","V045228","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045229","V045229","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045230","V045230","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045231","V045231","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045232","V045232","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045233","V045233","integer","integer","1|2|3|4|5|6|7|.","1|2|3|4|5|6|7|.","",""
"V045235","V045235","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045235A","V045235A","factor","factor","1. Frequently|2. Occasionally|3. Rarely|8. Don't know|9. Refused|.","1. Frequently|2. Occasionally|3. Rarely|8. Don't know|9. Refused|.","",""
"V045236","V045236","factor","factor","1. Yes|5. No|8. Don't know|9. Refused|.","1. Yes|5. No|8. Don't know|9. Refused|.","",""
"V045236A","V045236A","factor","factor","1. Frequently|2. Occasionally|3. Rarely|8. Don't know|9. Refused|.","1. Frequently|2. Occasionally|3. Rarely|8. Don't know|9. Refused|.","",""
